Name,Country,Type,Levels,Typical_Academic_Requirement,Typical_English_Requirement,Estimated_Tuition_USD_per_year,Notes_for_International_Students
Regional France Institution 134,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 135,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 136,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 137,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 138,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 139,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 140,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 141,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 142,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 143,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 144,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 145,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 146,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 147,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Regional France Institution 148,France,University,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
